,age,job,marital,education,housing,loan,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
14651,36,admin.,single,4.0,no,yes,1.4,93.918,-42.7,4.961,5228,no
31027,27,technician,single,6.0,yes,no,-1.8,92.893,-46.2,1.344,5099,no
38120,60,retired,divorced,6.0,yes,yes,-3.4,92.379,-29.8,0.743,5018,no
31695,37,blue-collar,married,4.0,yes,yes,-1.8,92.893,-46.2,1.327,5099,no
23230,48,admin.,married,6.0,no,no,1.4,93.444,-36.1,4.965,5228,no
13963,43,entrepreneur,divorced,6.0,no,yes,1.4,93.918,-42.7,4.963,5228,no
34205,29,admin.,single,5.0,yes,no,-1.8,92.893,-46.2,1.281,5099,yes
244,30,technician,married,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
13702,23,technician,single,6.0,no,no,1.4,93.918,-42.7,4.963,5228,no
11262,58,technician,married,5.0,no,no,1.4,94.465,-41.8,4.961,5228,no
13186,42,technician,married,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,yes
7292,55,technician,married,7.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
1834,28,admin.,single,7.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
6902,35,student,single,7.0,no,no,1.1,93.994,-36.4,4.86,5191,no
31598,41,blue-collar,married,4.0,,,-1.8,92.893,-46.2,1.327,5099,no
28211,39,admin.,married,5.0,yes,no,-1.8,93.075,-47.1,1.453,5099,no
31430,34,technician,divorced,6.0,yes,no,-1.8,92.893,-46.2,1.334,5099,no
3403,35,admin.,married,7.0,no,no,1.1,93.994,-36.4,4.86,5191,no
23644,42,housemaid,married,7.0,,,1.4,93.444,-36.1,4.962,5228,no
3331,36,blue-collar,married,6.0,yes,yes,1.1,93.994,-36.4,4.86,5191,no
13150,48,blue-collar,married,2.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
34924,56,management,married,7.0,yes,yes,-1.8,92.893,-46.2,1.25,5099,no
3652,52,self-employed,single,2.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
33284,38,technician,married,6.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
22060,48,services,married,5.0,yes,no,1.4,93.444,-36.1,4.964,5228,yes
28196,45,services,married,6.0,no,no,-1.8,93.075,-47.1,1.453,5099,no
21658,30,admin.,married,7.0,yes,yes,1.4,93.444,-36.1,4.963,5228,no
93,33,unemployed,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
35361,27,admin.,married,6.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
5322,31,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
29159,35,services,married,5.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
36371,41,technician,married,6.0,no,no,-2.9,92.963,-40.8,1.262,5076,yes
20123,36,housemaid,married,3.0,no,no,1.4,93.444,-36.1,4.965,5228,no
36994,33,admin.,single,7.0,no,no,-2.9,92.469,-33.6,1.059,5076,yes
20125,51,technician,married,6.0,yes,yes,1.4,93.444,-36.1,4.965,5228,no
5233,47,blue-collar,divorced,4.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
17631,43,unemployed,divorced,4.0,no,no,1.4,93.918,-42.7,4.962,5228,no
29663,34,blue-collar,married,4.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
32863,48,admin.,divorced,5.0,yes,yes,-1.8,92.893,-46.2,1.299,5099,yes
29560,41,blue-collar,single,2.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
16245,40,blue-collar,divorced,,yes,no,1.4,93.918,-42.7,4.961,5228,no
15330,51,housemaid,married,5.0,yes,yes,1.4,93.918,-42.7,4.957,5228,no
39098,46,technician,married,6.0,yes,no,-3.0,92.713,-33.0,0.706,5024,yes
39186,85,retired,single,6.0,no,no,-1.8,93.369,-34.8,0.653,5009,no
17883,57,housemaid,married,5.0,no,no,1.4,93.918,-42.7,4.961,5228,no
1129,45,blue-collar,married,4.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
16921,35,blue-collar,divorced,4.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
4396,47,admin.,married,7.0,no,yes,1.1,93.994,-36.4,4.856,5191,no
41003,37,management,married,7.0,yes,no,-1.1,94.601,-49.5,1.025,4964,yes
5150,47,management,divorced,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
28154,40,blue-collar,divorced,3.0,no,no,-1.8,93.075,-47.1,1.466,5099,no
11538,41,blue-collar,married,2.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
3714,52,management,married,7.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
6332,33,admin.,divorced,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
10263,49,retired,married,2.0,no,no,1.4,94.465,-41.8,4.96,5228,no
14319,30,technician,married,6.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
29642,46,admin.,married,7.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
23655,48,blue-collar,married,4.0,yes,yes,1.4,93.444,-36.1,4.962,5228,no
13003,28,services,married,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
15210,33,management,married,7.0,yes,yes,1.4,93.918,-42.7,4.958,5228,no
16116,59,retired,married,3.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
5805,31,admin.,single,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
9933,45,technician,married,7.0,no,no,1.4,94.465,-41.8,4.959,5228,no
2326,47,blue-collar,married,2.0,no,yes,1.1,93.994,-36.4,4.856,5191,no
21492,33,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.963,5228,no
1485,30,services,divorced,5.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
34556,40,services,divorced,5.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
29597,43,services,single,7.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
24349,30,services,single,5.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
27278,47,technician,married,5.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
33203,27,blue-collar,single,2.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
19690,48,blue-collar,married,2.0,no,no,1.4,93.444,-36.1,4.968,5228,no
21441,31,technician,married,6.0,no,no,1.4,93.444,-36.1,4.963,5228,no
9669,50,technician,married,6.0,no,yes,1.4,94.465,-41.8,4.961,5228,no
32314,26,blue-collar,single,3.0,yes,yes,-1.8,92.893,-46.2,1.313,5099,no
27998,38,admin.,divorced,7.0,yes,no,-1.8,93.075,-47.1,1.498,5099,no
32640,35,blue-collar,married,,yes,no,-1.8,92.893,-46.2,1.299,5099,no
11969,44,blue-collar,married,,yes,no,1.4,94.465,-41.8,4.958,5228,no
16147,58,retired,married,2.0,no,no,1.4,93.918,-42.7,4.961,5228,no
15775,24,blue-collar,single,4.0,yes,yes,1.4,93.918,-42.7,4.96,5228,no
21458,29,management,single,7.0,no,yes,1.4,93.444,-36.1,4.963,5228,no
11853,33,blue-collar,married,4.0,no,no,1.4,94.465,-41.8,4.959,5228,no
15659,48,services,divorced,5.0,no,yes,1.4,93.918,-42.7,4.96,5228,no
40915,74,retired,married,7.0,no,no,-1.1,94.601,-49.5,0.977,4964,no
16279,27,blue-collar,single,,,,1.4,93.918,-42.7,4.961,5228,no
6331,40,blue-collar,married,3.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
11516,36,admin.,married,7.0,yes,yes,1.4,94.465,-41.8,4.959,5228,no
7985,39,services,divorced,5.0,yes,no,1.4,94.465,-41.8,4.865,5228,no
4982,44,blue-collar,divorced,,yes,yes,1.1,93.994,-36.4,4.858,5191,yes
17513,36,blue-collar,single,4.0,no,no,1.4,93.918,-42.7,4.962,5228,no
3041,38,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.859,5191,no
21225,41,self-employed,married,7.0,yes,yes,1.4,93.444,-36.1,4.963,5228,no
11687,30,admin.,divorced,5.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
38547,33,admin.,single,7.0,no,no,-3.4,92.431,-26.9,0.722,5018,yes
37201,60,entrepreneur,married,,no,no,-2.9,92.201,-31.4,0.883,5076,no
38078,21,student,single,4.0,,,-3.4,92.379,-29.8,0.77,5018,yes
40540,27,admin.,married,5.0,yes,no,-1.7,94.027,-38.3,0.888,4992,no
21027,32,admin.,single,7.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
11440,48,blue-collar,married,2.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
26914,30,admin.,single,7.0,no,yes,-0.1,93.2,-42.0,4.076,5196,no
16656,51,admin.,married,4.0,yes,no,1.4,93.918,-42.7,4.963,5228,yes
19309,57,blue-collar,married,,yes,no,1.4,93.444,-36.1,4.967,5228,no
22715,51,services,married,,no,yes,1.4,93.444,-36.1,4.964,5228,no
8384,42,services,divorced,3.0,no,no,1.4,94.465,-41.8,4.864,5228,no
37081,29,technician,single,,yes,yes,-2.9,92.469,-33.6,0.996,5076,no
16657,30,technician,divorced,6.0,no,no,1.4,93.918,-42.7,4.963,5228,no
10023,40,admin.,married,7.0,no,no,1.4,94.465,-41.8,4.958,5228,no
19400,37,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.967,5228,yes
16048,27,blue-collar,married,2.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
27936,60,admin.,married,7.0,yes,no,-1.8,92.843,-50.0,1.531,5099,no
20533,36,admin.,single,7.0,yes,no,1.4,93.444,-36.1,4.966,5228,yes
8322,30,admin.,married,5.0,yes,no,1.4,94.465,-41.8,4.864,5228,no
20114,31,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
22854,44,self-employed,married,4.0,no,yes,1.4,93.444,-36.1,4.965,5228,no
26180,30,admin.,divorced,5.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
38119,60,retired,divorced,6.0,yes,no,-3.4,92.379,-29.8,0.743,5018,no
11330,48,services,married,5.0,no,no,1.4,94.465,-41.8,4.961,5228,no
23818,48,services,married,3.0,no,no,1.4,93.444,-36.1,4.963,5228,no
14325,24,services,single,5.0,no,no,1.4,93.918,-42.7,4.962,5228,no
36203,22,student,single,4.0,no,no,-1.8,92.893,-46.2,1.27,5099,no
37141,34,technician,single,6.0,no,no,-2.9,92.201,-31.4,0.884,5076,yes
25738,56,retired,married,4.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
28018,39,blue-collar,single,4.0,yes,no,-1.8,93.075,-47.1,1.483,5099,no
7572,51,retired,divorced,4.0,no,no,1.1,93.994,-36.4,4.864,5191,no
17942,43,admin.,married,5.0,no,no,1.4,93.918,-42.7,4.961,5228,no
39635,50,admin.,married,7.0,,,-1.8,93.876,-40.0,0.682,5009,no
23308,60,retired,married,6.0,no,no,1.4,93.444,-36.1,4.964,5228,no
31915,35,blue-collar,married,3.0,no,no,-1.8,92.893,-46.2,1.327,5099,no
31789,31,blue-collar,single,5.0,yes,no,-1.8,92.893,-46.2,1.327,5099,no
31550,26,blue-collar,married,4.0,yes,yes,-1.8,92.893,-46.2,1.327,5099,no
2304,33,technician,divorced,5.0,no,no,1.1,93.994,-36.4,4.856,5191,no
17437,42,admin.,married,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
6086,33,admin.,divorced,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
27555,34,admin.,married,7.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
27130,55,admin.,married,5.0,no,no,-0.1,93.2,-42.0,4.021,5196,no
28963,30,services,single,5.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
16101,55,admin.,married,,yes,yes,1.4,93.918,-42.7,4.961,5228,no
22845,59,retired,married,4.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
38824,77,retired,married,,yes,no,-3.4,92.649,-30.1,0.714,5018,yes
24130,50,self-employed,married,7.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
3469,36,admin.,divorced,7.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
31021,48,blue-collar,single,2.0,no,no,-1.8,92.893,-46.2,1.344,5099,no
21755,33,self-employed,married,7.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
2312,53,technician,married,6.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
35505,48,blue-collar,married,2.0,no,no,-1.8,92.893,-46.2,1.244,5099,no
36982,21,unemployed,single,5.0,yes,no,-2.9,92.469,-33.6,1.059,5076,yes
40480,52,management,married,7.0,yes,no,-1.7,94.027,-38.3,0.899,4992,yes
12762,48,blue-collar,married,3.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
20759,37,technician,married,6.0,yes,yes,1.4,93.444,-36.1,4.965,5228,no
14563,59,blue-collar,married,2.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
38648,47,admin.,single,7.0,no,no,-3.4,92.649,-30.1,0.72,5018,no
9408,45,technician,married,6.0,no,no,1.4,94.465,-41.8,4.967,5228,no
4398,49,admin.,married,7.0,no,no,1.1,93.994,-36.4,4.856,5191,no
36833,23,admin.,single,7.0,no,no,-2.9,92.963,-40.8,1.26,5076,no
19868,53,blue-collar,married,2.0,no,no,1.4,93.444,-36.1,4.966,5228,yes
21670,31,technician,single,7.0,yes,yes,1.4,93.444,-36.1,4.963,5228,no
7353,36,blue-collar,single,4.0,no,no,1.1,93.994,-36.4,4.864,5191,no
29935,60,blue-collar,married,2.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
19092,32,admin.,single,5.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
33640,38,blue-collar,single,4.0,yes,no,-1.8,92.893,-46.2,1.281,5099,no
20898,41,housemaid,married,2.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
12908,34,technician,single,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
28248,38,blue-collar,married,2.0,no,no,-1.8,93.075,-47.1,1.453,5099,no
16205,40,blue-collar,married,5.0,no,no,1.4,93.918,-42.7,4.961,5228,no
35877,43,technician,married,5.0,yes,no,-1.8,92.893,-46.2,1.259,5099,no
17836,43,admin.,married,7.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
3810,33,management,single,7.0,no,yes,1.1,93.994,-36.4,4.859,5191,no
39372,58,services,married,5.0,yes,no,-1.8,93.369,-34.8,0.635,5009,no
26807,45,management,married,6.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
19920,46,services,married,3.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
12028,55,technician,,,no,no,1.4,94.465,-41.8,4.955,5228,no
24313,46,blue-collar,married,4.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
9598,26,student,single,5.0,no,no,1.4,94.465,-41.8,4.961,5228,no
18720,49,admin.,single,5.0,no,no,1.4,93.918,-42.7,4.968,5228,no
6153,29,admin.,single,7.0,no,yes,1.1,93.994,-36.4,4.857,5191,no
34622,24,services,married,5.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
3311,56,admin.,divorced,,yes,no,1.1,93.994,-36.4,4.86,5191,no
31780,37,blue-collar,married,2.0,yes,no,-1.8,92.893,-46.2,1.327,5099,no
35049,23,blue-collar,single,2.0,yes,no,-1.8,92.893,-46.2,1.25,5099,yes
14406,39,admin.,married,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
17515,59,blue-collar,married,3.0,no,no,1.4,93.918,-42.7,4.962,5228,no
6983,59,entrepreneur,married,7.0,no,no,1.1,93.994,-36.4,4.86,5191,no
36716,30,self-employed,married,7.0,yes,no,-2.9,92.963,-40.8,1.268,5076,no
16745,32,technician,married,7.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
25429,30,blue-collar,married,4.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
7013,41,entrepreneur,married,7.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
2859,49,blue-collar,married,4.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
9375,52,self-employed,single,7.0,yes,no,1.4,94.465,-41.8,4.967,5228,no
20402,31,housemaid,single,6.0,yes,yes,1.4,93.444,-36.1,4.966,5228,no
5683,31,admin.,married,5.0,yes,yes,1.1,93.994,-36.4,4.857,5191,no
37235,73,retired,married,2.0,no,no,-2.9,92.201,-31.4,0.881,5076,yes
23267,31,technician,single,5.0,no,no,1.4,93.444,-36.1,4.964,5228,yes
36755,57,management,married,7.0,yes,no,-2.9,92.963,-40.8,1.286,5076,no
38348,33,admin.,married,7.0,no,no,-3.4,92.431,-26.9,0.739,5018,yes
27590,30,admin.,single,7.0,no,no,-0.1,93.2,-42.0,4.021,5196,yes
26123,55,technician,married,5.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
9194,39,admin.,single,5.0,yes,no,1.4,94.465,-41.8,4.967,5228,no
16449,40,blue-collar,married,3.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
31213,33,blue-collar,married,5.0,yes,no,-1.8,92.893,-46.2,1.334,5099,no
22111,43,admin.,married,7.0,yes,yes,1.4,93.444,-36.1,4.963,5228,no
28717,47,admin.,single,5.0,yes,yes,-1.8,93.075,-47.1,1.41,5099,no
22694,32,management,married,5.0,no,no,1.4,93.444,-36.1,4.964,5228,no
26060,36,management,divorced,5.0,no,yes,-0.1,93.2,-42.0,4.12,5196,yes
7986,49,technician,married,6.0,no,no,1.4,94.465,-41.8,4.865,5228,no
29670,46,services,married,5.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
6840,35,blue-collar,married,3.0,no,no,1.1,93.994,-36.4,4.857,5191,no
38335,39,admin.,single,5.0,no,no,-3.4,92.431,-26.9,0.739,5018,no
10107,43,blue-collar,married,2.0,no,no,1.4,94.465,-41.8,4.958,5228,no
19583,39,admin.,single,5.0,no,yes,1.4,93.444,-36.1,4.968,5228,no
33323,27,services,married,5.0,no,yes,-1.8,92.893,-46.2,1.291,5099,no
30472,50,blue-collar,married,3.0,yes,no,-1.8,92.893,-46.2,1.354,5099,yes
35388,48,blue-collar,married,4.0,no,no,-1.8,92.893,-46.2,1.25,5099,no
37320,49,management,divorced,7.0,yes,yes,-2.9,92.201,-31.4,0.883,5076,no
26184,34,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
30898,40,blue-collar,married,3.0,no,no,-1.8,92.893,-46.2,1.344,5099,no
11837,29,admin.,married,5.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
22970,38,admin.,married,7.0,yes,yes,1.4,93.444,-36.1,4.965,5228,no
10449,42,admin.,single,5.0,no,no,1.4,94.465,-41.8,4.96,5228,no
27186,29,entrepreneur,single,2.0,no,no,-0.1,93.2,-42.0,4.021,5196,no
8960,40,admin.,single,,no,no,1.4,94.465,-41.8,4.866,5228,no
14825,26,technician,single,6.0,yes,no,1.4,93.918,-42.7,4.957,5228,no
34323,29,technician,single,4.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
12172,37,admin.,married,5.0,no,no,1.4,93.918,-42.7,4.955,5228,no
19446,48,technician,married,5.0,no,no,1.4,93.444,-36.1,4.968,5228,no
101,49,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.857,5191,no
29806,35,technician,married,7.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
1039,45,blue-collar,single,5.0,no,yes,1.1,93.994,-36.4,4.856,5191,no
36334,40,admin.,single,5.0,yes,no,-2.9,92.963,-40.8,1.262,5076,yes
33235,31,blue-collar,married,4.0,yes,no,-1.8,92.893,-46.2,1.291,5099,no
23087,39,technician,married,7.0,no,no,1.4,93.444,-36.1,4.965,5228,no
35605,42,technician,single,7.0,no,yes,-1.8,92.893,-46.2,1.244,5099,no
33832,39,admin.,divorced,4.0,no,no,-1.8,92.893,-46.2,1.281,5099,no
37190,74,retired,married,5.0,no,no,-2.9,92.201,-31.4,0.883,5076,no
25108,44,management,single,7.0,no,no,-0.1,93.2,-42.0,4.153,5196,no
10587,36,unemployed,married,5.0,yes,no,1.4,94.465,-41.8,4.961,5228,no
24165,38,technician,married,6.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
8726,39,admin.,single,5.0,no,no,1.4,94.465,-41.8,4.864,5228,no
3303,39,admin.,married,7.0,no,no,1.1,93.994,-36.4,4.86,5191,no
4054,49,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.858,5191,no
2578,39,blue-collar,married,3.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
12468,44,services,married,5.0,no,no,1.4,93.918,-42.7,4.96,5228,no
40919,22,unemployed,single,7.0,no,yes,-1.1,94.601,-49.5,0.977,4964,no
16158,35,admin.,married,7.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
9392,36,blue-collar,married,5.0,no,yes,1.4,94.465,-41.8,4.967,5228,no
2795,44,blue-collar,divorced,2.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
10128,42,blue-collar,married,3.0,no,no,1.4,94.465,-41.8,4.958,5228,no
14215,46,blue-collar,married,2.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
33424,48,blue-collar,single,2.0,yes,no,-1.8,92.893,-46.2,1.291,5099,no
27700,26,admin.,married,7.0,yes,no,-1.8,92.843,-50.0,1.811,5099,yes
35520,30,admin.,married,5.0,yes,no,-1.8,92.893,-46.2,1.244,5099,no
25661,58,management,divorced,5.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
22742,42,technician,divorced,7.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
30876,52,blue-collar,married,5.0,yes,no,-1.8,92.893,-46.2,1.344,5099,no
3060,43,admin.,married,7.0,yes,yes,1.1,93.994,-36.4,4.859,5191,no
31559,36,blue-collar,married,2.0,,,-1.8,92.893,-46.2,1.327,5099,no
5825,36,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
18663,59,services,married,5.0,yes,no,1.4,93.918,-42.7,4.968,5228,no
363,42,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
10965,57,housemaid,married,2.0,no,no,1.4,94.465,-41.8,4.962,5228,no
1664,30,blue-collar,married,4.0,yes,yes,1.1,93.994,-36.4,4.855,5191,no
15599,30,blue-collar,married,2.0,no,no,1.4,93.918,-42.7,4.96,5228,no
41103,40,technician,married,4.0,yes,no,-1.1,94.767,-50.8,1.048,4964,no
6125,47,technician,married,6.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
39562,36,blue-collar,married,,yes,no,-1.8,93.749,-34.6,0.663,5009,no
24041,49,admin.,single,7.0,yes,no,-0.1,93.798,-40.4,4.912,5196,no
33286,31,services,single,5.0,yes,no,-1.8,92.893,-46.2,1.291,5099,no
35376,34,admin.,single,5.0,no,no,-1.8,92.893,-46.2,1.25,5099,no
522,39,blue-collar,married,3.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
22951,32,technician,divorced,5.0,yes,yes,1.4,93.444,-36.1,4.965,5228,no
18693,34,technician,divorced,,yes,no,1.4,93.918,-42.7,4.968,5228,no
754,32,services,married,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
16903,55,blue-collar,married,3.0,,,1.4,93.918,-42.7,4.962,5228,no
10036,43,technician,married,6.0,no,no,1.4,94.465,-41.8,4.958,5228,no
11208,42,services,married,5.0,no,no,1.4,94.465,-41.8,4.961,5228,no
8036,47,entrepreneur,single,7.0,yes,no,1.4,94.465,-41.8,4.865,5228,no
22089,29,technician,single,6.0,yes,yes,1.4,93.444,-36.1,4.964,5228,no
35595,42,blue-collar,divorced,2.0,yes,no,-1.8,92.893,-46.2,1.244,5099,no
12395,31,services,married,5.0,no,no,1.4,93.918,-42.7,4.96,5228,no
9353,37,blue-collar,single,6.0,yes,no,1.4,94.465,-41.8,4.967,5228,no
4666,36,services,married,5.0,yes,yes,1.1,93.994,-36.4,4.858,5191,no
20583,46,blue-collar,married,2.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
9775,39,housemaid,married,2.0,yes,no,1.4,94.465,-41.8,4.961,5228,no
24758,53,services,divorced,5.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
6414,39,blue-collar,married,4.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
32201,33,blue-collar,single,3.0,,,-1.8,92.893,-46.2,1.313,5099,yes
25223,36,management,divorced,6.0,no,no,-0.1,93.2,-42.0,4.153,5196,no
22869,45,blue-collar,married,2.0,yes,yes,1.4,93.444,-36.1,4.965,5228,no
2342,42,technician,married,3.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
40863,30,self-employed,single,4.0,no,yes,-1.1,94.601,-49.5,0.953,4964,no
35148,22,services,married,5.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
27151,40,management,married,7.0,yes,yes,-0.1,93.2,-42.0,4.021,5196,yes
20965,41,admin.,divorced,7.0,no,no,1.4,93.444,-36.1,4.964,5228,no
17268,45,blue-collar,married,2.0,no,no,1.4,93.918,-42.7,4.962,5228,no
33407,37,technician,single,7.0,yes,no,-1.8,92.893,-46.2,1.291,5099,no
17479,34,blue-collar,single,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
16929,55,,married,2.0,no,yes,1.4,93.918,-42.7,4.962,5228,no
33516,32,technician,single,7.0,yes,yes,-1.8,92.893,-46.2,1.291,5099,no
30875,36,admin.,single,5.0,yes,no,-1.8,92.893,-46.2,1.344,5099,no
39702,46,admin.,married,7.0,no,no,-1.8,93.876,-40.0,0.692,5009,yes
24951,32,technician,divorced,6.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
7194,35,self-employed,married,7.0,no,yes,1.1,93.994,-36.4,4.86,5191,no
2889,32,technician,divorced,6.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
25338,36,housemaid,divorced,2.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
1257,35,admin.,married,7.0,yes,yes,1.1,93.994,-36.4,4.855,5191,no
9585,24,services,single,5.0,no,no,1.4,94.465,-41.8,4.961,5228,yes
25939,48,management,divorced,7.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
39457,46,services,single,2.0,no,no,-1.8,93.749,-34.6,0.644,5009,no
37800,63,housemaid,married,2.0,no,no,-2.9,92.201,-31.4,0.838,5076,yes
34674,42,blue-collar,married,2.0,no,no,-1.8,92.893,-46.2,1.266,5099,no
41177,57,retired,married,6.0,yes,no,-1.1,94.767,-50.8,1.031,4964,no
11603,29,admin.,married,7.0,no,yes,1.4,94.465,-41.8,4.959,5228,no
25635,53,blue-collar,single,2.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
10820,35,admin.,married,7.0,yes,no,1.4,94.465,-41.8,4.962,5228,no
30727,41,blue-collar,married,4.0,no,no,-1.8,92.893,-46.2,1.344,5099,yes
10303,28,blue-collar,married,4.0,yes,yes,1.4,94.465,-41.8,4.96,5228,no
28763,59,blue-collar,married,4.0,yes,no,-1.8,93.075,-47.1,1.41,5099,no
30907,34,blue-collar,married,3.0,yes,no,-1.8,92.893,-46.2,1.344,5099,no
4245,48,technician,married,,yes,yes,1.1,93.994,-36.4,4.856,5191,no
24537,48,technician,married,,no,no,-0.1,93.2,-42.0,4.191,5196,no
3961,33,admin.,married,6.0,no,no,1.1,93.994,-36.4,4.858,5191,no
19594,29,services,single,6.0,yes,yes,1.4,93.444,-36.1,4.968,5228,no
12816,33,technician,married,5.0,no,no,1.4,93.918,-42.7,4.962,5228,no
37397,26,student,single,4.0,yes,no,-2.9,92.201,-31.4,0.879,5076,yes
40973,68,retired,divorced,5.0,yes,yes,-1.1,94.601,-49.5,1.0,4964,yes
25041,31,technician,married,5.0,no,no,-0.1,93.2,-42.0,4.153,5196,no
32269,23,student,single,4.0,no,no,-1.8,92.893,-46.2,1.313,5099,no
36597,25,services,single,5.0,yes,no,-2.9,92.963,-40.8,1.26,5076,yes
24987,49,admin.,married,4.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
